time,read_ops,read_ops_per_sec,avg_read_latency,write_ops,write_ops_per_sec,avg_write_latency,read_errors,write_errors,memtable_size
0,0,0,0,0,0, 0, 0, 0, 0
0.102013708,101999,999855.8232977866,99,101962,999493.1269432928, 99, 0, 0, 4059988
0.20450275,204025,997663.8455962084,102,203522,995204.2209701336, 97, 0, 0, 3905910
0.306706792,301003,981403.1115424401,105,300554,979939.1726545136, 97, 0, 0, 3571536
0.409045542,396725,969879.7793034009,107,396214,968630.529653835, 97, 0, 0, 3182316
0.510680708,488128,955837.9479649347,111,488113,955808.5754044189, 96, 0, 0, 2644814
0.612817958,586858,957638.3856557936,110,586363,956830.6417025722, 96, 0, 0, 2359028
0.714876333,682180,954262.952218898,111,680738,952245.8201172538, 96, 0, 0, 1918948
0.817323875,778755,952810.7814053517,111,777024,950692.893927759, 97, 0, 0, 1554760
0.918890958,875134,952380.6849778579,112,872942,949995.2006274938, 96, 0, 0, 1175182
1.021043792,964058,944188.6896071546,113,961880,942055.5783566235, 97, 0, 0, 518270
1.122939542,1059089,943139.8222149346,113,1058026,942193.1995694209, 97, 0, 0, 149170
1.223895708,1161181,948758.1273550802,112,1160403,948122.4522767916, 96, 0, 0, 25056
1.325886167,1266836,955463.6223910465,111,1265408,954386.6068556699, 96, 0, 0, 8592
1.428076875,1368226,958089.8787398963,111,1366686,957011.5054205328, 96, 0, 0, 4039468
1.529995792,1455914,951580.3949348378,112,1454344,950554.2483217496, 96, 0, 0, 3331482
1.632175833,1549589,949400.774518146,112,1548361,948648.4045986974, 96, 0, 0, 2877440
1.733748083,1642136,947159.5187915198,113,1640095,945982.3004747339, 96, 0, 0, 2332814
1.835701625,1733029,944069.001409747,113,1731102,943019.266543385, 96, 0, 0, 1758454
1.9383160830000001,1822184,940086.0963706918,114,1821138,939546.4527030909, 96, 0, 0, 1145326
2.038621833,1915551,939630.3762631193,114,1914368,939050.0822719285, 96, 0, 0, 659786
2.141114,2008971,938283.0619948307,114,2007369,937534.8533520402, 97, 0, 0, 164002
2.241787833,2110539,941453.4992705529,114,2109456,940970.4027062582, 96, 0, 0, 31446
2.3428899579999998,2215758,945737.1194212956,113,2214291,945110.969654854, 96, 0, 0, 5926
2.447557958,2319843,947819.4346399212,113,2317514,946867.873925133, 96, 0, 0, 4113380
2.550610792,2413290,946161.6047298524,113,2410855,945206.9314384051, 96, 0, 0, 3632444
2.653111333,2511289,946544.8994785927,113,2508368,945443.9279650087, 96, 0, 0, 3317024
2.754319917,2604060,945445.728336575,113,2601615,944558.031891108, 96, 0, 0, 2832078
2.855975667,2694448,943442.2117574716,113,2691679,942472.6656818537, 96, 0, 0, 2220692
2.958247042,2786735,942022.407336189,114,2784659,941320.6403875448, 96, 0, 0, 1725558
3.060180667,2877950,940451.0103063141,114,2875607,939685.369236404, 96, 0, 0, 1148630
3.161702583,2971842,939949.8915486701,114,2969243,939127.8660950508, 96, 0, 0, 679220
3.2632274580000002,3066674,939767.1598042798,114,3064863,939212.1877640807, 96, 0, 0, 288860
