time,read_ops,read_ops_per_sec,avg_read_latency,write_ops,write_ops_per_sec,avg_write_latency,read_errors,write_errors,memtable_size
0,0,0,0,0,0, 0, 0, 0, 0
0.101706583,69094,679346.3899971942,146,68489,673397.9058169716, 147, 0, 0, 3551386
0.202964791,81583,401956.4161746655,148,81237,400251.68700319063, 210, 0, 0, 12120
0.304358208,81583,268049.28487422294,148,81237,266912.4665105138, 210, 0, 0, 12120
0.404762,81583,201557.9525745994,148,81237,200703.12924632253, 210, 0, 0, 12120
0.507171791,81583,160858.70990407668,148,81237,160176.4953051184, 210, 0, 0, 12120
0.607960875,81583,134191.2010374023,148,81237,133622.08546725972, 210, 0, 0, 12120
0.709094541,81583,115052.3594286139,148,81237,114564.41320988818, 210, 0, 0, 12120
0.810243125,81583,100689.53068870533,148,81237,100262.49837047368, 210, 0, 0, 12120
0.910750333,81783,89797.38687616818,1976,81425,89404.30439568119, 209, 0, 0, 21854
1.012453208,81814,80807.68508958095,2006,81457,80455.07620140802, 209, 0, 0, 23514
1.11376475,81848,73487.69118433673,2063,81474,73151.89316235766, 209, 0, 0, 24392
1.214830583,81885,67404.4604621219,2155,81521,67104.83020495377, 209, 0, 0, 26824
1.3158646250000001,81924,62258.68409525789,2277,81563,61984.33976443435, 209, 0, 0, 28998
1.4174128750000001,81966,57827.89294897578,2482,81617,57581.66970227358, 209, 0, 0, 31794
1.517765083,82017,54038.00688172769,2740,81676,53813.334431544565, 208, 0, 0, 34850
1.6198098330000001,82059,50659.650489972046,2969,81724,50452.83608918553, 208, 0, 0, 37338
1.721971041,82116,47687.21310917795,3319,81784,47494.41079595949, 208, 0, 0, 40440
1.822941541,82154,45066.722191723864,3564,81814,44880.21045102729, 208, 0, 0, 41996
1.923800333,82208,42732.08533642561,3829,81866,42554.312209904376, 208, 0, 0, 44684
2.024764291,82260,40626.9511792768,4079,81925,40461.49982205509, 208, 0, 0, 47736
2.125815375,82298,38713.61594606963,4233,81952,38550.854869040544, 208, 0, 0, 49128
2.22758675,82362,36973.64423630191,4554,82030,36824.604024961096, 208, 0, 0, 53174
2.328235791,82419,35399.76505755899,4825,82093,35259.74487521312, 207, 0, 0, 56430
2.428851958,82467,33953.078008058656,5073,82140,33818.44650080563, 207, 0, 0, 58858
2.529766791,82517,32618.421703362455,5296,82193,32490.346656621914, 207, 0, 0, 61602
2.630696166,82553,31380.666861853024,5467,82235,31259.786311635962, 207, 0, 0, 63776
2.731960625,82612,30239.088822885213,5729,82293,30122.322864737478, 207, 0, 0, 66780
2.832704166,82677,29186.59879571766,6032,82348,29070.455357956358, 207, 0, 0, 69628
2.933943458,82725,28195.839894062472,6277,82393,28082.681612468896, 207, 0, 0, 71954
3.034951541,82772,27272.92310332147,6511,82445,27165.17838463899, 207, 0, 0, 74650
3.135939541,82814,26408.03463117531,6695,82475,26299.933057287217, 206, 0, 0, 76206
3.236765375,82860,25599.63123678682,6895,82521,25494.897046715967, 206, 0, 0, 78592
3.338485708,82917,24836.70959001152,7191,82571,24733.069787339646, 206, 0, 0, 81176
3.438990541,82966,24125.102704084467,7458,82620,24024.49178472457, 206, 0, 0, 83710
3.539898333,82998,23446.436081586755,7617,82657,23350.105631409388, 206, 0, 0, 85626
3.640695375,83052,22812.12555444851,7889,82743,22727.2516586203, 206, 0, 0, 90078
3.742527083,83106,22205.851329039,8135,82786,22120.347605778436, 206, 0, 0, 92308
3.842751791,83163,21641.522669971477,8420,82853,21560.851313386323, 206, 0, 0, 95784
3.944456291,83208,21094.92256001272,8625,82897,21016.077726388983, 205, 0, 0, 98068
4.044984583,83262,20584.009232056942,8875,82951,20507.123895755034, 205, 0, 0, 100872
4.145797875,83310,20095.04624004372,9085,82998,20019.78931498198, 205, 0, 0, 103306
4.246767458,83348,19626.22178499325,9268,83042,19554.16698024439, 205, 0, 0, 105588
4.34808,83391,19178.80995749848,9511,83089,19109.354013725595, 205, 0, 0, 108022
4.449777708,83432,18749.700653586,9753,83113,18678.01167922971, 205, 0, 0, 109268
4.550843,83484,18344.73305275528,10025,83181,18278.151981951472, 205, 0, 0, 112790
4.651788666,83531,17956.748682615238,10262,83224,17890.752563263588, 205, 0, 0, 115022
4.752974958,83584,17585.617584480442,10536,83264,17518.291330328528, 205, 0, 0, 117082
4.853843625,83624,17228.40834205902,10708,83297,17161.039051809174, 204, 0, 0, 118796
4.955132958,83671,16885.722483977795,10948,83344,16819.730309242692, 204, 0, 0, 121236
5.055731,83722,16559.820924016727,11215,83398,16495.735235913464, 204, 0, 0, 124042
5.156954875,83770,16244.082415012404,11461,83456,16183.193768977859, 204, 0, 0, 127044
5.258557625,83824,15940.492807664155,11725,83490,15876.977291848161, 204, 0, 0, 128804
5.358985291,83870,15650.350849227589,11946,83519,15584.853375183486, 204, 0, 0, 130308
5.459695666,83925,15371.73592342134,12205,83568,15306.347663371755, 204, 0, 0, 132846
5.561203916,83971,15099.428337524028,12420,83611,15034.694153085251, 204, 0, 0, 135066
5.661710291,84019,14839.86210554764,12615,83645,14773.80432781314, 204, 0, 0, 136826
5.762831208,84060,14586.580270355196,12826,83684,14521.33456274571, 203, 0, 0, 138850
5.863705041,84107,14343.661458397017,13088,83734,14280.04980034261, 203, 0, 0, 141438
5.965222791,84169,14109.950784569111,13370,83812,14050.103899966809, 203, 0, 0, 145474
6.0661695,84215,13882.731104035256,13568,83856,13823.550429970675, 203, 0, 0, 147746
6.166770833,84260,13663.552981262535,13801,83906,13606.148545523549, 203, 0, 0, 150326
6.267981458,84294,13448.34865336323,13961,83956,13394.423796969693, 203, 0, 0, 152920
6.369156416,84346,13242.884063596532,14189,84004,13189.187784582115, 203, 0, 0, 155408
6.47005825,84398,13044.395697673974,14470,84063,12992.61872951453, 203, 0, 0, 158464
6.571430291,84454,12851.692289221302,14755,84158,12806.648822747133, 202, 0, 0, 163374
6.67199075,84496,12664.286142782797,14938,84195,12619.172171364296, 202, 0, 0, 165292
6.773532416,84547,12481.965805653863,15204,84233,12435.608900465326, 202, 0, 0, 167260
6.874460083,84598,12306.130078375785,15427,84275,12259.144570263119, 202, 0, 0, 169430
6.974984708,84633,12133.790042998902,15564,84306,12086.908219785017, 202, 0, 0, 171026
7.075810541,84675,11966.826911116415,15781,84342,11919.765164893779, 202, 0, 0, 172894
7.177317833,84719,11803.71302640068,15993,84392,11758.152831407431, 202, 0, 0, 175476
7.277830833,84765,11647.014329551124,16257,84440,11602.358166546297, 202, 0, 0, 177962
7.378876458,84819,11494.839422069641,16533,84494,11450.794776268905, 202, 0, 0, 180760
7.480028,84870,11346.214212032362,16804,84527,11300.358768710492, 201, 0, 0, 182460
7.581521708,84914,11200.126210863313,16997,84565,11154.093235763903, 201, 0, 0, 184432
7.682127958,84959,11059.305502914145,17206,84609,11013.74520999615, 201, 0, 0, 186702
7.783008791,85002,10921.48323130424,17428,84652,10876.513476110758, 201, 0, 0, 188926
7.884215,85054,10787.884399398037,17663,84726,10746.282286822467, 201, 0, 0, 192754
7.984843791,85095,10657.065088225469,17836,84773,10616.738688808246, 201, 0, 0, 195194
8.086143875,85148,10530.11191938506,18102,84812,10488.559356730468, 201, 0, 0, 197212
8.186964125,85202,10407.032289273651,18360,84863,10365.624998998026, 201, 0, 0, 199846
8.28793425,85237,10284.468653935088,18515,84898,10243.565819794, 201, 0, 0, 201650
8.389323416,85290,10166.493264204848,18780,84941,10124.892770017868, 200, 0, 0, 203882
8.490263333,85329,10050.218309288806,18966,84987,10009.936873179433, 200, 0, 0, 206268
8.590703416,85382,9938.883449401577,19242,85040,9899.072972489637, 200, 0, 0, 209000
8.692050708,85421,9827.485235605001,19451,85078,9788.023891956338, 200, 0, 0, 210964
8.793532291,85469,9719.52989670326,19692,85116,9679.386756459004, 200, 0, 0, 212932
8.893741541,85519,9615.638098516674,19917,85171,9576.509459754718, 200, 0, 0, 215776
8.994893958,85566,9512.730266697381,20154,85212,9473.37460540188, 200, 0, 0, 217900
9.095975708,85605,9411.304817438064,20332,85237,9370.847365503982, 200, 0, 0, 219192
